City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,phongsali,21.6833,102.1058,25.18,57,42,1.49,LA,1694836442
285,myrina,39.8797,25.0742,20.58,83,0,2.57,GR,1694836442
286,isangel,-19.55,169.2667,26.06,73,40,0.0,VU,1694836367
287,cururupu,-1.8283,-44.8683,25.52,81,13,2.82,BR,1694836443
288,kaiapoi,-43.3783,172.6401,17.19,41,100,9.77,NZ,1694836230
289,fortuna,40.5982,-124.1573,15.52,95,100,0.45,US,1694836443
290,polyarnyy,69.1989,33.4478,4.22,87,56,5.24,RU,1694836444
291,codrington,-38.2667,141.9667,20.65,59,0,7.87,AU,1694836444
292,quinte west,44.1834,-77.5662,13.15,83,0,0.0,CA,1694836444
293,east london,-33.0153,27.9116,14.26,55,95,9.26,ZA,1694835909
294,camayenne,9.535,-13.6878,26.67,81,99,2.43,GN,1694836445
295,sao mateus do sul,-25.8742,-50.3828,9.01,91,1,0.93,BR,1694836445
296,mount isa,-20.7333,139.5,30.87,18,0,4.63,AU,1694835933
297,queenstown,-31.8976,26.8753,8.68,61,13,5.88,ZA,1694836446
298,garissa,-0.4536,39.6401,23.12,76,50,5.69,KE,1694836446
299,abu al matamir,30.9102,30.1744,22.27,81,0,0.9,EG,1694836446
300,gaalkacyo,6.7697,47.4308,24.85,69,59,7.95,SO,1694836446
301,galle,6.0367,80.217,28.28,75,84,2.54,LK,1694836447
302,sault ste. marie,46.5168,-84.3333,15.16,87,100,2.57,CA,1694836219
303,gdov,58.7406,27.8122,11.34,81,60,3.66,RU,1694836447
304,argenton-sur-creuse,46.59,1.5198,17.19,71,100,1.85,FR,1694836448
305,toliara,-23.35,43.6667,23.0,59,0,2.6,MG,1694835948
306,amparafaravola,-17.5833,48.2167,14.85,84,46,1.94,MG,1694836448
307,mont-dore,-22.2833,166.5833,23.99,84,97,6.79,NC,1694836448
308,puerto el triunfo,13.2833,-88.55,26.26,86,96,1.44,SV,1694836203
309,hutchinson,38.0608,-97.9298,17.97,96,100,2.06,US,1694836184
310,nkhotakota,-12.9274,34.2961,22.13,62,6,0.96,MW,1694836449
311,taoudenni,22.6783,-3.9836,35.9,19,35,3.76,ML,1694836450
312,siwa oasis,29.2041,25.5195,22.64,51,0,2.2,EG,1694836450
313,addiet canna,11.2667,37.4833,13.92,89,73,1.06,ET,1694836450
314,itaituba,-4.2761,-55.9836,29.13,38,92,0.61,BR,1694836450
315,stanley,54.868,-1.6985,10.99,92,100,6.17,GB,1694836451
316,minggang,32.4586,114.0486,29.63,46,0,2.04,CN,1694836451
317,pathein,16.7833,94.7333,30.25,70,76,4.52,MM,1694836451
318,namibe,-15.1961,12.1522,18.42,89,99,3.54,AO,1694835899
319,moranbah,-22.0016,148.0466,27.5,23,0,7.6,AU,1694836452
320,yelizovo,53.1873,158.3805,10.08,93,75,3.13,RU,1694836452
321,micheweni,-4.9667,39.8333,25.13,76,76,3.37,TZ,1694836452
322,sangmelima,2.9333,11.9833,20.19,98,100,1.6,CM,1694836452
323,rio brilhante,-21.8019,-54.5464,16.89,55,0,2.3,BR,1694836453
324,gadzhiyevo,69.2551,33.3362,3.63,88,48,5.15,RU,1694835921
325,lake havasu city,34.4839,-114.3224,35.12,14,0,4.63,US,1694836453
326,alofi,-19.0595,-169.9187,24.94,65,46,5.14,NU,1694836453
327,pearsall,28.8922,-99.095,27.99,74,78,0.48,US,1694836454
328,onega,63.9061,38.1404,6.95,82,68,0.6,RU,1694836454
329,fort st. john,56.2499,-120.8529,15.94,33,75,5.14,CA,1694836454
330,gunjur,13.2019,-16.7339,26.04,94,40,0.0,GM,1694836454
331,karratha,-20.7377,116.8463,33.89,19,0,3.39,AU,1694835896
332,port lincoln,-34.7333,135.8667,21.88,43,0,4.79,AU,1694835876
333,al hadd,26.2456,50.6542,35.03,49,0,8.23,BH,1694836455
334,hammerfest,70.6634,23.6821,3.25,81,60,0.0,NO,1694836455
335,margate,51.3813,1.3862,20.39,93,64,0.89,GB,1694836456
336,xichang,27.8964,102.2634,25.75,67,47,1.11,CN,1694835910
337,thunder bay,48.4001,-89.3168,12.99,100,75,1.54,CA,1694835608
338,carnarvon,-24.8667,113.6333,23.29,56,0,6.77,AU,1694836456
339,dali,25.7,100.1833,24.94,57,6,0.97,CN,1694836456
340,hlusk,52.903,28.6845,7.61,94,12,2.59,BY,1694836457
341,ormara,25.2088,64.6357,26.61,84,81,5.31,PK,1694836457
342,atafu village,-8.5421,-172.5159,28.79,73,24,5.53,TK,1694836457
343,san luis de la loma,17.2706,-100.8939,26.72,89,100,2.2,MX,1694836457
344,calama,-22.4667,-68.9333,10.27,18,0,5.14,CL,1694836448
345,bardai,11.65,7.2333,21.25,84,100,2.38,NG,1694836458
346,sinabang,2.4803,96.3801,27.62,81,92,3.87,ID,1694835906
347,wenchang,30.904,118.4887,27.92,70,47,2.03,CN,1694836458
348,yamada,39.4667,141.95,26.82,76,89,0.26,JP,1694836458
349,nar'yan-mar,67.6713,53.087,4.65,82,100,2.03,RU,1694835860
350,guadalupe,25.6833,-100.25,26.66,67,98,1.31,MX,1694836427
351,north platte,41.1239,-100.7654,16.88,84,0,1.34,US,1694836361
352,bambanglipuro,-7.95,110.2833,29.23,58,12,7.85,ID,1694836459
353,corumba,-19.0092,-57.6533,21.96,64,0,1.35,BR,1694836459
354,belomorsk,64.5232,34.7668,5.65,96,31,2.55,RU,1694836460
355,luderitz,-26.6481,15.1594,12.73,88,21,9.18,NA,1694835906
356,inhambane,-23.865,35.3833,20.99,88,20,5.81,MZ,1694836460
357,fort bragg,35.139,-79.006,16.75,86,0,0.0,US,1694836460
358,gilau,46.7324,23.3617,14.25,94,98,2.33,RO,1694836461
359,mili,6.0815,171.735,28.41,76,100,3.34,MH,1694836461
360,as sulaymaniyah,35.5611,45.4375,16.24,29,0,1.54,IQ,1694836461
361,siracusa,37.0881,15.2792,21.77,68,2,1.08,IT,1694836215
362,karabar,-35.3753,149.2308,25.03,39,0,9.77,AU,1694836462
363,uliastay,47.7417,96.8444,10.34,48,24,2.47,MN,1694836462
364,les avirons,-21.2418,55.3394,21.03,60,100,2.57,RE,1694836462
365,weno,7.4515,151.8468,31.97,74,75,2.06,FM,1694835870
366,north myrtle beach,33.816,-78.68,17.29,87,0,0.0,US,1694836463
367,mahanoro,-19.9,48.8,22.28,74,53,0.62,MG,1694836463
368,manthani,18.65,79.6667,26.56,84,98,3.1,IN,1694836463
369,vardenik,40.1393,45.4334,11.88,71,9,2.29,AM,1694836463
370,mitu,1.1983,-70.1733,22.93,88,100,0.51,CO,1694836289
371,tarboro,35.8968,-77.5358,15.61,100,100,0.0,US,1694836464
372,bouna,9.2667,-3.0,22.66,98,99,1.48,CI,1694836464
373,sisimiut,66.9395,-53.6735,2.73,71,97,2.74,GL,1694836464
374,amahai,-3.3333,128.9167,26.54,80,99,5.23,ID,1694835909
375,arteche,12.2645,125.4048,30.25,67,32,2.97,PH,1694836465
376,quartu sant'elena,39.2419,9.1839,26.13,72,20,4.63,IT,1694836465
377,santa rosa de viterbo,-21.4728,-47.3631,16.41,46,0,1.08,BR,1694836465
378,coron,11.9986,120.2043,28.71,78,80,1.6,PH,1694836466
379,biharamulo,-2.6319,31.3089,20.43,60,100,0.6,TZ,1694836466
380,piti village,13.4626,144.6933,32.49,71,40,5.66,GU,1694836466
381,bobo-dioulasso,11.1771,-4.2979,24.25,100,40,1.03,BF,1694836467
382,pervomayskoye,43.919,46.7102,18.94,62,3,1.66,RU,1694836467
383,callao,-12.0667,-77.15,19.29,72,20,3.6,PE,1694836467
384,puerto plata,19.7934,-70.6884,26.91,89,20,0.0,DO,1694836467
385,ranau,5.9538,116.6641,27.37,77,46,0.73,MY,1694836467
386,nakamura,32.9833,132.9333,29.66,72,74,2.1,JP,1694836468
387,kone,-21.0595,164.8658,22.78,75,75,3.98,NC,1694836468
388,el nido,11.1858,119.3956,28.6,74,42,0.26,PH,1694836468
389,road town,18.4167,-64.6167,29.12,74,100,4.55,VG,1694836469
390,port douglas,-16.4833,145.4667,24.06,59,9,7.7,AU,1694836469
391,san carlos del zulia,9.0,-71.9135,26.64,86,100,1.23,VE,1694836469
392,bikenibeu village,1.3673,173.1241,30.98,66,75,1.03,KI,1694836469
393,keflavik,64.0049,-22.5624,8.24,93,100,3.09,IS,1694836470
394,guanica,17.9716,-66.908,27.21,70,99,1.5,PR,1694836470
395,yaren,-0.5472,166.916,28.8,72,41,3.6,NR,1694836470
396,priekule,56.4468,21.5897,6.62,87,25,2.62,LV,1694836470
397,estevan,49.1334,-102.9842,10.12,81,0,2.57,CA,1694836454
398,velizh,55.6056,31.1967,6.05,86,17,1.41,RU,1694836471
399,ilomantsi,62.6716,30.9328,5.94,92,98,3.57,FI,1694836471
400,padangsidempuan,1.3667,99.2667,27.48,79,28,0.69,ID,1694836472
401,notodden,59.5594,9.2585,14.44,86,100,1.09,NO,1694836472
402,mar del plata,-38.0023,-57.5575,18.01,80,0,3.09,AR,1694836472
403,itaueira,-7.6033,-43.0256,28.17,29,0,3.24,BR,1694836472
404,lafollette,36.3829,-84.1199,21.89,100,0,0.0,US,1694836473
405,mchinji,-13.7984,32.8802,17.14,64,2,1.46,MW,1694836473
406,kayangel,8.0823,134.7173,27.95,76,100,3.87,PW,1694835949
407,aitape,-3.1374,142.3475,28.25,74,73,1.71,PG,1694836473
408,morehead city,34.7229,-76.726,21.1,83,0,3.09,US,1694836473
409,kotabumi,-4.8333,104.9,31.6,53,71,3.08,ID,1694836474
410,manali,13.1667,80.2667,31.05,75,100,5.36,IN,1694836339
411,fuerte olimpo,-21.0415,-57.8738,21.4,56,0,2.36,PY,1694836474
412,song cau,13.45,109.2167,32.12,58,99,1.54,VN,1694836474
413,kiama,-34.6833,150.8667,32.43,26,0,2.66,AU,1694836475
414,torghay,49.6339,63.4981,17.89,49,95,1.78,KZ,1694836475
415,salym,60.0625,71.4789,15.86,66,39,0.74,RU,1694836475
416,cockburn town,21.4612,-71.1419,28.88,70,85,2.76,TC,1694836311
417,sig,35.5283,-0.1937,23.89,64,33,1.33,DZ,1694836475
418,chornomors'k,46.305,30.6548,17.56,82,2,7.22,UA,1694836476
419,cannonvale,-20.2833,148.7,22.66,60,73,7.77,AU,1694836476
420,sao felix do xingu,-6.6447,-51.995,26.14,43,80,0.88,BR,1694836476
421,colonia,50.9333,6.95,16.64,82,0,1.03,DE,1694835896
422,altinopolis,-21.0256,-47.3739,16.64,40,0,1.37,BR,1694836477
423,mount gambier,-37.8333,140.7667,18.95,59,0,6.96,AU,1694836477
424,nelson bay,-32.7167,152.15,32.03,63,0,4.02,AU,1694836477
425,chincha alta,-13.4099,-76.1323,16.33,83,68,0.39,PE,1694836477
426,crane,31.3974,-102.3501,22.86,57,83,5.37,US,1694836478
427,porto novo,6.4965,2.6036,25.9,93,100,2.52,BJ,1694835927
428,hirakud,21.5167,83.8667,27.75,82,60,1.91,IN,1694836478
429,peace river,56.2501,-117.286,20.17,34,75,5.66,CA,1694836478
430,bougouni,11.417,-7.479,22.11,98,100,1.62,ML,1694836479
431,rawson,-43.3002,-65.1023,10.31,40,0,11.25,AR,1694836479
432,brokopondo,4.75,-55.1667,26.8,75,73,4.1,SR,1694836479
433,kupang,-10.1667,123.5833,34.32,33,20,7.72,ID,1694836479
434,san antonio oeste,-40.7319,-64.9477,13.2,37,100,5.84,AR,1694836227
435,beyneu,45.3167,55.2,19.12,44,58,5.73,KZ,1694835919
436,howrah,22.5892,88.3103,31.0,84,75,3.09,IN,1694835940
437,yeed,4.55,43.0333,23.01,72,75,7.14,SO,1694835929
438,derzhavinsk,51.1,66.3167,15.64,61,97,2.29,KZ,1694835926
439,basavana bagevadi,16.5833,75.9667,26.13,62,99,8.97,IN,1694836481
440,campos novos,-27.4017,-51.225,6.99,86,3,1.77,BR,1694836481
441,bol'sherech'ye,56.0925,74.6272,14.97,76,82,0.81,RU,1694836481
442,murghob,38.1702,73.9667,10.8,20,0,1.5,TJ,1694836481
443,huarmey,-10.0681,-78.1522,19.22,85,88,2.93,PE,1694836482
444,rongelap,11.1635,166.8941,28.86,76,41,7.11,MH,1694835901
445,isna,25.2934,32.554,25.01,27,0,4.26,EG,1694836482
446,guerrero negro,27.9769,-114.0611,20.45,79,0,7.48,MX,1694836482
447,gonaives,19.45,-72.6833,26.62,82,100,2.21,HT,1694836483
448,tarakan,3.3,117.6333,28.72,84,20,2.57,ID,1694836483
449,sao jose da coroa grande,-8.8978,-35.1478,24.29,79,83,2.7,BR,1694835902
450,san luis,-33.295,-66.3356,21.04,22,0,7.15,AR,1694836483
451,mana,5.6592,-53.7767,25.91,89,16,3.41,GF,1694836484
452,dunedin,-45.8742,170.5036,19.48,68,100,0.45,NZ,1694836484
453,tottenham,-32.2333,147.35,30.69,15,0,6.07,AU,1694836484
454,puerto san jose,13.9256,-90.8244,26.86,82,97,1.9,GT,1694836484
455,constitucion,-35.3333,-72.4167,12.72,96,16,1.43,CL,1694836485
456,port saint john's,-31.6229,29.5448,15.97,76,99,7.54,ZA,1694836485
457,yonggwang-up,40.0183,127.4547,24.83,73,98,1.93,KP,1694836485
458,onguday,50.75,86.15,11.67,68,96,1.0,RU,1694836486
459,almodovar del campo,38.7094,-4.1791,17.46,92,75,1.73,ES,1694836271
460,ak'ordat,15.5486,37.8867,27.42,59,66,1.41,ER,1694836486
461,lodja,-3.4833,23.4333,21.37,83,82,0.47,CD,1694836486
462,ad dabbah,18.05,30.95,28.27,21,26,4.2,SD,1694836487
463,santyoku,37.4406,129.1708,23.89,92,96,2.24,KR,1694836487
464,naze,28.3667,129.4833,29.51,76,92,4.81,JP,1694835907
465,yasnyy,51.0333,59.8742,14.92,69,22,2.56,RU,1694836487
466,sao gabriel da cachoeira,-0.1303,-67.0892,23.82,72,50,0.47,BR,1694836488
467,kindu,-2.95,25.95,21.22,93,76,1.02,CD,1694836488
468,el granada,37.5027,-122.4694,19.13,87,100,6.17,US,1694836488
469,kota kinabalu,5.9749,116.0724,30.99,70,20,2.24,MY,1694836488
470,shirbin,31.1954,31.5213,20.64,82,0,1.4,EG,1694836489
471,la libertad,-2.2333,-80.9,22.45,81,98,4.09,EC,1694836489
472,ardakan,32.31,54.0175,24.89,31,0,6.73,IR,1694836489
473,taro,-8.3862,115.28,24.0,51,98,2.03,ID,1694836489
474,pierre,44.3683,-100.351,15.71,53,0,3.6,US,1694836490
475,sretensk,52.2453,117.7093,15.81,34,100,1.48,RU,1694836490
476,vernon,50.2581,-119.2691,20.97,43,2,1.03,CA,1694835908
477,monteagudo,-19.8167,-63.9833,13.74,71,0,1.54,BO,1694836490
478,gebeit,21.0667,36.3167,27.97,36,19,1.31,SD,1694836491
479,manta,-0.95,-80.7333,24.88,78,40,2.57,EC,1694836491
480,bandarbeyla,9.4942,50.8122,27.41,64,62,12.0,SO,1694836491
481,puerto baquerizo moreno,-0.9,-89.6,22.99,75,87,3.75,EC,1694835905
482,kencong,-8.2833,113.3667,29.36,61,66,5.19,ID,1694836491
483,filadelfia,39.9523,-75.1638,18.14,74,20,3.6,US,1694836409
484,sao joao da barra,-21.6403,-41.0511,19.68,81,100,2.29,BR,1694836492
485,pointe aux piments,-20.0628,57.5131,24.73,67,49,8.55,MU,1694836492
486,nguigmi,14.2495,13.1092,29.13,56,94,1.95,NE,1694836493
487,traiguen,-38.25,-72.6833,10.07,96,100,5.03,CL,1694836493
488,kovalam,8.3667,76.9967,26.05,83,100,1.54,IN,1694836493
489,asamankese,5.8601,-0.6635,23.01,97,100,1.77,GH,1694836493
490,gaiman,-43.2897,-65.4929,10.06,38,1,9.98,AR,1694835915
491,kristiansund,63.1115,7.732,11.36,87,75,4.63,NO,1694836494
492,basse-terre,16.1667,-61.6667,24.77,88,60,0.51,GP,1694836494
493,undurkhaan,47.3194,110.6556,14.88,48,100,4.39,MN,1694835912
494,nishinoomote,30.7333,131.0,29.31,83,40,4.12,JP,1694836494
495,ishigaki,24.3448,124.1572,31.07,74,20,3.09,JP,1694836495
496,ritchie,-29.038,24.6028,9.56,90,80,4.49,ZA,1694836495
497,tsimasham,27.0989,89.536,21.85,62,0,2.49,BT,1694836495
498,pekin,39.9075,116.3972,26.94,53,69,2.28,CN,1694836200
499,malango,-2.9627,119.9001,27.77,54,70,2.71,ID,1694835950
500,hobyo,5.3505,48.5268,25.97,73,85,8.55,SO,1694836496
501,kayes,14.0,-11.0,21.85,93,100,1.23,ML,1694836496
502,changyon,38.2508,125.0961,25.77,75,100,1.67,KP,1694836496
503,nyaunglebin,17.95,96.7333,26.74,89,100,0.94,MM,1694836496
504,nianzishan,47.5167,122.8833,11.16,74,100,3.88,CN,1694836497
505,sebdou,34.637,-1.3314,16.61,63,49,2.0,DZ,1694836497
506,kouvola,60.8667,26.7,12.55,99,100,3.6,FI,1694836497
507,tongchuanshi,35.0806,109.0897,25.35,58,26,3.32,CN,1694836497
508,ambagarh chauki,20.7833,80.7167,26.16,82,95,5.08,IN,1694836498
509,pailon,-17.65,-62.75,22.5,59,0,3.04,BO,1694836498
510,horta,38.5333,-28.6333,20.01,64,0,5.81,PT,1694836498
511,berdigestyakh,62.0989,126.6992,4.66,65,98,6.79,RU,1694836498
512,santa ines,-3.6667,-45.38,24.77,87,15,3.1,BR,1694835906
513,nuuk,64.1835,-51.7216,2.34,87,100,5.14,GL,1694836499
514,nampula,-15.1165,39.2666,19.97,94,75,3.6,MZ,1694836499
515,haiku-pauwela,20.9219,-156.3051,27.01,73,40,8.75,US,1694836499
516,bereket,39.2446,55.5154,22.54,27,0,4.81,TM,1694836499
517,la sarre,48.8002,-79.1996,9.49,92,47,3.11,CA,1694836244
518,celestun,20.8667,-90.4,27.41,83,0,5.42,MX,1694836500
519,carutapera,-1.195,-46.02,25.99,80,21,3.81,BR,1694836500
520,leava,-14.3,-178.1667,27.7,80,58,5.24,WF,1694835937
521,tarija,-21.5355,-64.7296,15.39,31,0,0.59,BO,1694836501
522,mokhsogollokh,61.4681,128.9203,6.01,62,86,7.49,RU,1694836501
523,vorkuta,67.5,64.0,6.38,76,100,4.88,RU,1694836501
524,tarhuna,32.435,13.6332,21.66,44,79,4.15,LY,1694836502
525,magway,20.15,94.9167,31.12,63,16,1.96,MM,1694836502
526,vadso,70.0744,29.7487,7.09,87,100,3.6,NO,1694836502
527,vieux-habitants,16.0589,-61.7659,25.95,75,52,3.16,GP,1694836502
528,mazamari,-11.3258,-74.5308,21.91,86,91,0.83,PE,1694836503
529,leh,34.1667,77.5833,16.18,51,7,2.67,IN,1694836503
530,rabaul,-4.1967,152.1721,27.69,67,83,8.2,PG,1694836503
531,pasuquin,18.3328,120.6177,29.97,74,75,2.57,PH,1694835932
532,saynshand,44.8824,110.1163,16.96,44,100,3.08,MN,1694836504
533,pacasmayo,-7.4006,-79.5714,18.87,85,35,3.05,PE,1694836504
534,tromso,69.6496,18.957,1.01,93,75,1.03,NO,1694836261
535,shorkot,31.9099,70.8774,35.23,36,3,3.04,PK,1694836504
536,aykhal,66.0,111.5,2.35,61,88,8.12,RU,1694835931
537,tafuna,-14.3358,-170.72,26.97,89,75,7.72,AS,1694836505
538,mandalgovi,45.7625,106.2708,12.11,49,80,0.65,MN,1694836505
539,aliveri,38.4167,24.0333,25.23,51,38,3.06,GR,1694836505
540,torredembarra,41.1451,1.3986,23.3,70,40,2.06,ES,1694836506
541,pyapon,16.2833,95.6833,29.01,79,93,5.02,MM,1694836506
542,altona,53.55,9.9333,13.81,91,20,2.57,DE,1694836506
543,alexandria,31.2156,29.9553,22.3,68,0,2.4,EG,1694836322
544,yuci,37.6803,112.7319,24.86,53,0,3.0,CN,1694836507
545,arno,60.1167,18.6333,15.44,81,98,5.34,SE,1694836507
546,linqiong,30.4159,103.4609,25.9,82,100,0.41,CN,1694836507
547,nemuro,43.3236,145.575,19.23,87,100,5.44,JP,1694836507
548,kurchatov,51.6601,35.6521,15.23,64,68,1.79,RU,1694836508
549,medina,24.4686,39.6142,32.24,15,0,2.57,SA,1694836508
550,paracuru,-3.41,-39.0306,26.73,85,39,6.39,BR,1694836508
551,gusinoozyorsk,51.2833,106.5,16.25,44,87,3.94,RU,1694836508
552,antalaha,-14.9003,50.2788,21.93,75,75,2.51,MG,1694835918
553,waterford,42.7023,-83.4027,15.02,87,20,0.0,US,1694836408
554,thief river falls,48.1191,-96.1812,13.96,88,100,3.6,US,1694836509
555,turpan,42.9333,89.1667,26.06,27,50,0.48,CN,1694836509
556,taroa,8.7058,171.2275,28.57,78,97,5.71,MH,1694836510
557,mrakovo,52.7161,56.6244,13.4,81,89,1.04,RU,1694836510
558,alencon,48.4333,0.0833,15.97,74,100,2.27,FR,1694836412
559,okhotsk,59.3833,143.3,11.58,55,62,2.27,RU,1694836510
560,atherton,53.5237,-2.4935,15.16,95,78,2.65,GB,1694836511
561,linhares,-19.3911,-40.0722,20.85,87,100,4.36,BR,1694836511
562,luau,-10.7073,22.2247,19.55,38,5,1.46,AO,1694836511
563,howard springs,-12.497,131.047,32.15,22,93,4.08,AU,1694836511
564,richards bay,-28.783,32.0377,19.54,73,47,6.78,ZA,1694836318
565,sona,45.4388,10.8255,17.75,88,0,1.03,IT,1694836512
566,uyskoye,54.3775,60.0047,13.68,74,69,0.18,RU,1694836512
567,robertsport,6.7533,-11.3686,24.97,88,100,3.58,LR,1694836512
568,ascension,30.2169,-90.9001,27.27,87,92,0.0,US,1694836512
